well_number,completed_depth_ft,deepest_logged_depth_ft,interval_count
UMAT_0058160,385.0,385.0,5
UMAT_0058163,30.0,30.0,2
UMAT_0058164,30.0,30.0,2
UMAT_0058165,30.0,30.0,2
UMAT_0058166,,54.0,1
UMAT_0058167,322.0,322.0,7
UMAT_0058168,287.0,287.0,4
UMAT_0058170,256.0,256.0,2
UMAT_0058172,247.0,247.0,11
UMAT_0058173,259.0,259.0,9
UMAT_0058174,0.0,175.0,1
UMAT_0058178,167.0,167.0,7
UMAT_0058179,265.0,265.0,5
UMAT_0058190,138.0,138.0,6
UMAT_0058191,398.0,398.0,7
UMAT_0058193,182.0,182.0,5
UMAT_0058197,808.0,808.0,28
UMAT_0058201,238.0,238.0,11
UMAT_0058202,298.0,298.0,12
UMAT_0058203,38.0,38.0,1
UMAT_0058206,218.0,218.0,8
UMAT_0058208,182.0,182.0,7
UMAT_0058210,178.0,178.0,3
UMAT_0058213,81.0,81.0,4
UMAT_0058214,380.0,380.0,2
UMAT_0058219,60.0,60.0,6
UMAT_0058221,15.0,8.0,1
UMAT_0058222,8.0,8.0,1
UMAT_0058223,307.0,307.0,5
UMAT_0058225,,560.0,4
UMAT_0058226,203.0,203.0,7
UMAT_0058227,246.0,246.0,6
UMAT_0058231,220.0,220.0,9
UMAT_0058232,59.0,59.0,9
UMAT_0058239,607.0,607.0,19
UMAT_0058246,248.0,248.0,6
UMAT_0058257,67.0,67.0,6
UMAT_0058274,340.0,340.0,5
UMAT_0058282,,185.0,1
UMAT_0058285,118.0,118.0,3
UMAT_0058287,207.0,207.0,8
UMAT_0058288,178.0,178.0,4
UMAT_0058293,118.0,118.0,4
UMAT_0058295,247.0,247.0,10
UMAT_0058296,0.0,30.0,1
UMAT_0058298,100.0,100.0,3
UMAT_0058300,363.0,363.0,3
UMAT_0058301,267.0,267.0,3
UMAT_0058305,460.0,460.0,4
UMAT_0058311,549.0,549.0,21
UMAT_0058313,322.0,322.0,2
UMAT_0058318,87.0,87.0,6
UMAT_0058319,239.0,239.0,10
UMAT_0058324,297.0,297.0,7
UMAT_0058328,558.0,558.0,16
UMAT_0058335,470.0,538.0,17
UMAT_0058352,88.0,88.0,6
UMAT_0058358,620.0,620.0,23
UMAT_0058362,318.0,318.0,8
UMAT_0058363,,104.0,1
UMAT_0058366,167.0,167.0,5
UMAT_0058367,547.0,547.0,10
UMAT_0058374,50.0,50.0,1
UMAT_0058375,55.0,55.0,1
UMAT_0058376,45.0,45.0,1
UMAT_0058377,49.0,49.0,1
UMAT_0058378,95.0,95.0,1
UMAT_0058379,42.0,42.0,1
UMAT_0058380,42.0,42.0,1
UMAT_0058393,348.0,348.0,9
UMAT_0058399,315.0,346.0,14
UMAT_0058400,802.0,802.0,18
UMAT_0058405,169.0,169.0,6
UMAT_0058406,227.0,227.0,10
UMAT_0058407,50.0,50.0,4
UMAT_0058414,245.0,245.0,11
UMAT_0058419,200.0,200.0,10
UMAT_0058444,267.0,267.0,13
UMAT_0058446,221.0,221.0,10
UMAT_0058455,58.0,58.0,5
UMAT_0058467,98.0,98.0,4
UMAT_0058471,256.0,260.0,2
UMAT_0058472,338.0,338.0,7
UMAT_0058482,305.0,305.0,3
UMAT_0058489,78.0,78.0,5
UMAT_0058494,247.0,247.0,8
UMAT_0058503,268.0,268.0,8
UMAT_0058504,218.0,218.0,7
UMAT_0058508,198.0,198.0,5
UMAT_0058516,400.0,400.0,4
UMAT_0058517,30.0,30.0,2
UMAT_0058518,22.0,22.0,2
UMAT_0058519,20.0,20.0,2
UMAT_0058522,425.0,425.0,12
UMAT_0058534,118.0,118.0,7
UMAT_0058537,200.0,200.0,7
UMAT_0058538,200.0,200.0,7
UMAT_0058539,200.0,200.0,7
UMAT_0058546,750.0,750.0,15
UMAT_0058551,127.0,127.0,10
UMAT_0058552,10.0,10.0,4
UMAT_0058553,20.0,20.0,4
UMAT_0058554,11.0,11.0,4
UMAT_0058555,40.0,40.0,1
UMAT_0058556,40.0,40.0,1
UMAT_0058557,40.0,40.0,1
UMAT_0058559,35.0,35.0,2
UMAT_0058560,35.0,35.0,2
UMAT_0058561,35.0,35.0,3
UMAT_0058562,35.0,35.0,3
UMAT_0058563,20.0,20.0,3
UMAT_0058564,20.0,20.0,1
UMAT_0058565,20.0,20.0,1
UMAT_0058566,20.0,20.0,1
UMAT_0058568,178.0,178.0,9
UMAT_0058569,327.0,327.0,14
UMAT_0058570,247.0,247.0,21
UMAT_0058573,20.0,20.0,3
UMAT_0058574,20.0,20.0,3
UMAT_0058575,20.0,20.0,3
UMAT_0058576,22.0,21.5,3
UMAT_0058577,22.0,21.5,3
UMAT_0058589,118.0,118.0,3
UMAT_0058597,180.0,180.0,11
UMAT_0058619,225.0,225.0,5
UMAT_0058621,225.0,225.0,6
UMAT_0058622,8.0,8.0,3
UMAT_0058623,10.0,10.0,2
UMAT_0058624,10.0,10.0,2
UMAT_0058625,118.0,118.0,4
UMAT_0058626,281.0,281.0,4
UMAT_0058627,20.0,20.0,3
UMAT_0058629,269.0,269.0,15
UMAT_0058630,488.0,488.0,27
UMAT_0058631,20.0,20.0,3
UMAT_0058632,20.0,20.0,3
UMAT_0058633,35.0,35.0,3
UMAT_0058634,35.0,35.0,3
UMAT_0058635,75.0,75.0,3
UMAT_0058636,60.0,60.0,4
UMAT_0058637,50.0,50.0,3
UMAT_0058641,176.0,176.0,5
UMAT_0058642,200.0,192.0,6
UMAT_0058644,200.0,200.0,7
UMAT_0058645,200.0,190.0,4
UMAT_0058646,200.0,191.0,5
UMAT_0058656,99.0,99.0,6
UMAT_0058666,88.0,88.0,4
UMAT_0058673,478.0,478.0,10
UMAT_0058674,688.0,688.0,27
UMAT_0058675,727.0,727.0,25
UMAT_0058676,649.0,649.0,24
UMAT_0058678,320.0,320.0,6
UMAT_0058681,545.0,545.0,29
UMAT_0058706,15.0,15.0,3
UMAT_0058707,15.0,15.0,3
UMAT_0058708,15.0,15.0,3
UMAT_0058709,15.0,15.0,3
UMAT_0058710,15.0,15.0,3
UMAT_0058711,15.0,15.0,3
UMAT_0058712,15.0,15.0,3
UMAT_0058715,25.0,25.0,2
UMAT_0058716,25.0,25.0,2
UMAT_0058717,21.0,20.5,2
UMAT_0058718,24.0,23.5,2
UMAT_0058719,25.0,25.0,2
UMAT_0058720,18.0,18.0,2
UMAT_0058721,25.0,25.0,2
UMAT_0058722,25.0,25.0,2
UMAT_0058723,25.0,25.0,2
UMAT_0058724,25.0,25.0,2
UMAT_0058725,25.0,25.0,2
UMAT_0058726,20.0,20.0,2
UMAT_0058727,25.0,25.0,2
UMAT_0058728,25.0,25.0,2
UMAT_0058731,45.0,45.0,2
UMAT_0058762,50.0,50.0,3
UMAT_0058763,40.0,40.0,2
UMAT_0058766,246.0,246.0,6
UMAT_0058768,206.0,206.0,5
UMAT_0058770,366.0,366.0,15
UMAT_0058774,127.0,127.0,6
UMAT_0058775,179.0,179.0,7
UMAT_0058780,15.0,15.0,2
UMAT_0058781,20.0,20.0,2
UMAT_0058782,15.0,15.0,2
UMAT_0058783,15.0,15.0,2
UMAT_0058784,15.0,15.0,2
UMAT_0058785,15.0,15.0,2
UMAT_0058786,15.0,15.0,2
UMAT_0058787,15.0,15.0,2
UMAT_0058788,20.0,20.0,2
UMAT_0058789,15.0,15.0,2
UMAT_0058790,15.0,15.0,2
UMAT_0058791,15.0,15.0,2
UMAT_0058792,15.0,15.0,2
UMAT_0058793,20.0,20.0,2
UMAT_0058794,15.0,15.0,2
UMAT_0058795,15.0,15.0,2
UMAT_0058796,15.0,15.0,2
UMAT_0058797,15.0,15.0,2
UMAT_0058798,15.0,15.0,2
UMAT_0058799,15.0,15.0,2
UMAT_0058800,20.0,20.0,2
UMAT_0058802,0.0,23.0,1
UMAT_0058804,122.0,122.0,9
UMAT_0058805,25.0,25.0,1
UMAT_0058806,25.0,25.0,1
UMAT_0058807,25.0,25.0,1
UMAT_0058808,25.0,25.0,1
UMAT_0058809,25.0,25.0,1
UMAT_0058810,25.0,25.0,1
UMAT_0058811,25.0,25.0,1
UMAT_0058812,50.0,50.0,3
UMAT_0058813,25.0,25.0,1
UMAT_0058814,25.0,25.0,1
UMAT_0058815,25.0,25.0,1
UMAT_0058816,25.0,25.0,1
UMAT_0058817,25.0,25.0,1
UMAT_0058818,25.0,25.0,1
UMAT_0058819,50.0,50.0,2
UMAT_0058820,25.0,25.0,1
UMAT_0058821,25.0,25.0,1
UMAT_0058822,25.0,25.0,1
UMAT_0058823,25.0,25.0,1
UMAT_0058824,25.0,25.0,1
UMAT_0058825,25.0,25.0,1
UMAT_0058826,25.0,25.0,1
UMAT_0058827,25.0,25.0,1
UMAT_0058828,25.0,25.0,1
UMAT_0058829,25.0,25.0,1
UMAT_0058830,25.0,25.0,1
UMAT_0058831,25.0,25.0,1
UMAT_0058832,25.0,25.0,1
UMAT_0058833,25.0,25.0,1
UMAT_0058834,25.0,25.0,1
UMAT_0058835,25.0,25.0,1
UMAT_0058836,50.0,50.0,2
UMAT_0058837,25.0,25.0,1
UMAT_0058838,25.0,25.0,1
UMAT_0058839,25.0,25.0,1
UMAT_0058840,25.0,25.0,1
UMAT_0058841,25.0,25.0,1
UMAT_0058844,241.0,241.0,4
UMAT_0058847,178.0,178.0,6
UMAT_0058852,226.0,226.0,5
UMAT_0058853,241.0,241.0,7
UMAT_0058867,368.0,368.0,18
UMAT_0058886,51.0,51.0,3
UMAT_0058887,60.0,60.0,3
UMAT_0058888,28.0,28.0,2
UMAT_0058889,21.0,21.0,4
UMAT_0058890,35.0,5.0,1
UMAT_0058891,20.0,20.0,3
UMAT_0058892,26.0,26.0,2
UMAT_0058893,24.0,23.5,2
UMAT_0058894,40.0,40.0,2
UMAT_0058895,40.0,40.0,1
UMAT_0058896,16.0,16.0,3
UMAT_0058897,32.0,32.0,2
UMAT_0058898,60.0,60.0,5
UMAT_0058902,,38.0,1
UMAT_0058906,386.0,386.0,6
UMAT_0058907,268.0,268.0,16
UMAT_0058915,702.0,702.0,28
UMAT_0058916,228.0,228.0,10
UMAT_0058917,25.0,25.0,2
UMAT_0058918,25.0,25.0,2
UMAT_0058919,25.0,25.0,2
UMAT_0058920,18.0,18.0,2
UMAT_0058921,18.0,18.0,2
UMAT_0058922,18.0,25.0,1
UMAT_0058923,25.0,25.0,1
UMAT_0058924,25.0,25.0,1
UMAT_0058925,25.0,25.0,1
UMAT_0058926,25.0,25.0,2
UMAT_0058927,25.0,25.0,2
UMAT_0058928,25.0,25.0,2
UMAT_0058929,25.0,25.0,2
UMAT_0058930,23.0,22.5,2
UMAT_0058931,20.0,20.0,2
UMAT_0058932,25.0,25.0,1
UMAT_0058933,25.0,25.0,2
UMAT_0058934,25.0,25.0,2
UMAT_0058935,24.0,24.0,2
UMAT_0058936,25.0,25.0,2
UMAT_0058937,20.0,20.0,2
UMAT_0058938,25.0,25.0,2
UMAT_0058939,25.0,25.0,2
UMAT_0058940,25.0,25.0,2
UMAT_0058941,22.0,22.0,2
UMAT_0058942,24.0,24.0,3
UMAT_0058943,25.0,25.0,2
UMAT_0058944,25.0,25.0,2
UMAT_0058945,25.0,25.0,2
UMAT_0058946,25.0,25.0,2
UMAT_0058947,25.0,25.0,2
UMAT_0058948,21.0,21.0,2
UMAT_0058949,307.0,301.0,14
UMAT_0058950,307.0,307.0,14
UMAT_0058951,35.0,35.0,4
UMAT_0058952,35.0,35.0,4
UMAT_0058953,35.0,35.0,4
UMAT_0058954,38.0,37.5,2
UMAT_0058955,50.0,50.0,2
UMAT_0058956,35.0,35.0,2
UMAT_0058957,20.0,20.0,1
UMAT_0058958,30.0,30.0,2
UMAT_0058959,35.0,30.0,2
UMAT_0058960,45.0,45.0,2
UMAT_0058961,40.0,40.0,2
UMAT_0058962,20.0,20.0,1
UMAT_0058963,20.0,20.0,1
UMAT_0058964,25.0,20.0,1
UMAT_0058965,65.0,65.0,2
UMAT_0058966,25.0,25.0,1
UMAT_0058967,75.0,75.0,3
UMAT_0058968,75.0,75.0,3
UMAT_0058976,286.0,286.0,8
UMAT_0058987,586.0,586.0,11
UMAT_0058988,535.0,535.0,11
UMAT_0058989,118.0,118.0,4
UMAT_0058993,730.0,730.0,25
UMAT_0058999,250.0,250.0,5
UMAT_0059001,221.0,221.0,6
UMAT_0059003,,16.0,1
UMAT_0059008,28.0,28.0,3
UMAT_0059009,28.0,28.0,3
UMAT_0059010,28.0,28.0,3
UMAT_0059011,28.0,28.0,3
UMAT_0059015,210.0,210.0,6
UMAT_0059016,178.0,178.0,3
UMAT_0059018,203.0,203.0,7
UMAT_0059019,15.0,15.0,3
UMAT_0059020,15.0,15.0,3
UMAT_0059021,160.0,160.0,7
UMAT_0059022,221.0,221.0,6
UMAT_0059023,100.0,100.0,1
UMAT_0059024,140.0,140.0,3
UMAT_0059025,140.0,140.0,2
UMAT_0059026,80.0,80.0,1
UMAT_0059027,80.0,80.0,1
UMAT_0059028,80.0,80.0,1
UMAT_0059029,28.0,28.0,1
UMAT_0059030,28.0,28.0,1
UMAT_0059031,28.0,28.0,1
UMAT_0059032,28.0,28.0,1
UMAT_0059033,15.0,15.0,1
UMAT_0059034,15.0,15.0,1
UMAT_0059037,95.0,95.0,2
UMAT_0059038,63.0,63.0,1
UMAT_0059039,90.0,90.0,2
UMAT_0059040,95.0,95.0,2
UMAT_0059043,201.0,201.0,6
UMAT_0059045,268.0,268.0,12
UMAT_0059046,241.0,241.0,5
UMAT_0059049,181.0,181.0,6
UMAT_0059052,281.0,281.0,9
UMAT_0059059,241.0,241.0,12
UMAT_0059064,245.0,245.0,14
UMAT_0059065,405.0,405.0,17
UMAT_0059066,247.0,247.0,13
UMAT_0059067,247.0,247.0,14
UMAT_0059068,725.0,725.0,21
UMAT_0059073,790.0,790.0,3
UMAT_0059078,300.0,300.0,2
UMAT_0059084,35.0,35.0,2
UMAT_0059085,22.0,22.0,2
UMAT_0059086,260.0,412.0,1
UMAT_0059098,,20.0,1
UMAT_0059100,381.0,381.0,10
UMAT_0059107,327.0,327.0,14
UMAT_0059108,286.0,286.0,11
UMAT_0059111,490.0,490.0,1
UMAT_0059112,276.0,276.0,8
UMAT_0059116,25.0,25.0,2
UMAT_0059117,293.0,301.0,18
UMAT_0059119,300.0,300.0,13
UMAT_0059120,300.0,300.0,11
UMAT_0059121,300.0,300.0,13
UMAT_0059122,300.0,300.0,15
UMAT_0059123,300.0,300.0,16
UMAT_0059124,300.0,300.0,12
UMAT_0059125,300.0,300.0,11
UMAT_0059126,300.0,300.0,9
UMAT_0059127,441.0,441.0,10
UMAT_0059132,100.0,100.0,4
UMAT_0059133,321.0,321.0,6
UMAT_0059138,291.0,291.0,13
UMAT_0059139,60.0,60.0,5
UMAT_0059140,259.0,259.0,16
UMAT_0059143,10.0,10.0,1
UMAT_0059144,10.0,10.0,1
UMAT_0059145,10.0,10.0,1
UMAT_0059153,138.0,138.0,7
UMAT_0059154,281.0,281.0,9
UMAT_0059159,421.0,421.0,11
UMAT_0059168,501.0,501.0,13
UMAT_0059170,304.0,304.0,11
UMAT_0059179,705.0,705.0,24
UMAT_0059181,80.0,80.0,4
UMAT_0059182,80.0,80.0,4
UMAT_0059183,80.0,80.0,3
UMAT_0059186,201.0,201.0,6
UMAT_0059187,205.0,205.0,6
UMAT_0059191,80.0,80.0,3
UMAT_0059194,30.0,30.0,2
UMAT_0059195,20.0,20.0,2
UMAT_0059197,80.0,80.0,2
UMAT_0059201,188.0,188.0,6
UMAT_0059202,687.0,687.0,25
UMAT_0059203,524.0,524.0,17
UMAT_0059208,184.0,184.0,5
UMAT_0059211,321.0,321.0,9
UMAT_0059214,284.0,284.0,10
UMAT_0059217,95.0,95.0,3
UMAT_0059221,161.0,161.0,5
UMAT_0059223,763.0,763.0,31
UMAT_0059224,305.0,305.0,1
UMAT_0059226,261.0,261.0,9
UMAT_0059234,136.0,136.0,5
UMAT_0059240,20.0,20.0,1
UMAT_0059246,486.0,486.0,28
UMAT_0059247,300.0,300.0,17
UMAT_0059248,300.0,300.0,15
UMAT_0059249,300.0,300.0,16
UMAT_0059250,300.0,300.0,15
UMAT_0059252,25.0,25.0,4
UMAT_0059260,401.0,401.0,11
UMAT_0059265,125.0,124.5,1
UMAT_0059270,0.0,206.0,1
UMAT_0059271,76.0,80.0,6
UMAT_0059274,465.0,470.0,19
UMAT_0059275,304.0,304.0,10
UMAT_0059281,262.0,262.0,7
UMAT_0059283,247.0,247.0,7
UMAT_0059284,267.0,267.0,8
UMAT_0059285,287.0,287.0,7
UMAT_0059302,50.0,50.0,2
UMAT_0059303,60.0,60.0,2
UMAT_0059304,65.0,65.0,2
UMAT_0059305,80.0,80.0,2
UMAT_0059306,120.0,120.0,2
UMAT_0059307,65.0,65.0,2
UMAT_0059308,65.0,65.0,3
UMAT_0059309,50.0,50.0,3
UMAT_0059311,35.0,35.0,3
UMAT_0059312,227.0,227.0,13
UMAT_0059313,300.0,300.0,11
UMAT_0059314,300.0,300.0,10
UMAT_0059315,300.0,300.0,9
UMAT_0059316,300.0,300.0,12
UMAT_0059319,50.0,50.0,3
UMAT_0059320,50.0,50.0,1
UMAT_0059321,50.0,50.0,2
UMAT_0059322,50.0,50.0,2
UMAT_0059323,50.0,50.0,3
UMAT_0059324,50.0,50.0,3
UMAT_0059325,45.0,45.0,2
UMAT_0059326,35.0,35.0,3
UMAT_0059327,35.0,35.0,2
UMAT_0059328,20.0,20.0,1
UMAT_0059329,50.0,50.0,2
UMAT_0059330,50.0,50.0,2
UMAT_0059331,50.0,50.0,3
UMAT_0059332,50.0,50.0,2
UMAT_0059333,37.0,37.0,1
UMAT_0059334,50.0,50.0,2
UMAT_0059335,40.0,40.0,2
UMAT_0059336,35.0,35.0,2
UMAT_0059337,36.0,36.0,1
UMAT_0059338,50.0,50.0,2
UMAT_0059339,27.0,27.0,2
UMAT_0059340,55.0,55.0,3
UMAT_0059341,33.0,33.0,2
UMAT_0059342,45.0,45.0,1
UMAT_0059343,35.0,35.0,1
UMAT_0059354,200.0,200.0,5
UMAT_0059376,340.0,340.0,8
UMAT_0059377,281.0,281.0,7
UMAT_0059382,60.0,60.0,3
UMAT_0059383,70.0,70.0,3
UMAT_0059384,166.0,166.0,7
UMAT_0059385,68.0,68.0,4
UMAT_0059386,71.0,71.0,4
UMAT_0059387,74.0,74.0,4
UMAT_0059388,65.0,65.0,2
UMAT_0059389,304.0,304.0,9
UMAT_0059391,381.0,381.0,13
UMAT_0059397,328.0,328.0,13
UMAT_0059398,245.0,245.0,13
UMAT_0059403,911.0,911.0,1
UMAT_0059407,10.0,10.0,1
UMAT_0059408,15.0,15.0,2
UMAT_0059409,10.0,10.0,1
UMAT_0059410,15.0,15.0,2
UMAT_0059411,20.0,20.0,3
UMAT_0059412,30.0,30.0,3
UMAT_0059413,10.0,10.0,1
UMAT_0059414,15.0,15.0,2
UMAT_0059415,20.0,20.0,3
UMAT_0059416,10.0,10.0,1
UMAT_0059417,15.0,15.0,2
UMAT_0059418,20.0,20.0,3
UMAT_0059419,30.0,30.0,3
UMAT_0059420,40.0,40.0,3
UMAT_0059421,22.0,22.0,3
UMAT_0059426,281.0,281.0,6
UMAT_0059430,1390.0,1390.0,41
UMAT_0059432,37.0,37.0,2
UMAT_0059433,40.0,40.0,2
UMAT_0059434,40.0,40.0,2
UMAT_0059435,40.0,40.0,2
UMAT_0059436,40.0,40.0,2
UMAT_0059437,40.0,40.0,2
UMAT_0059438,40.0,40.0,2
UMAT_0059439,40.0,40.0,2
UMAT_0059440,40.0,40.0,2
UMAT_0059441,40.0,40.0,2
UMAT_0059442,40.0,40.0,2
UMAT_0059443,40.0,40.0,2
UMAT_0059444,40.0,40.0,2
UMAT_0059445,40.0,40.0,2
UMAT_0059446,40.0,40.0,2
UMAT_0059447,40.0,40.0,2
UMAT_0059448,40.0,40.0,2
UMAT_0059449,40.0,40.0,2
UMAT_0059450,40.0,40.0,2
UMAT_0059451,40.0,40.0,2
UMAT_0059452,166.0,166.0,8
UMAT_0059453,282.0,282.0,8
UMAT_0059469,340.0,340.0,5
UMAT_0059470,254.0,254.0,7
UMAT_0059471,221.0,221.0,6
UMAT_0059474,80.0,80.0,2
UMAT_0059475,106.0,106.0,3
UMAT_0059476,149.0,150.0,4
UMAT_0059477,93.0,100.0,4
UMAT_0059478,138.0,139.0,4
UMAT_0059479,91.0,91.0,3
UMAT_0059480,19.0,19.0,2
UMAT_0059481,118.0,118.0,5
UMAT_0059482,260.0,260.0,8
UMAT_0059484,35.0,35.0,3
UMAT_0059486,140.0,140.0,3
UMAT_0059487,29.0,30.0,2
UMAT_0059488,95.0,95.0,2
UMAT_0059489,85.0,85.0,2
UMAT_0059490,85.0,85.0,2
UMAT_0059491,91.0,96.0,1
UMAT_0059492,401.0,401.0,12
UMAT_0059493,388.0,388.0,3
UMAT_0059496,247.0,247.0,13
UMAT_0059533,375.0,375.0,4
UMAT_0059536,16.0,16.0,1
UMAT_0059537,20.0,20.0,1
UMAT_0059538,16.0,16.0,1
UMAT_0059539,16.0,16.0,1
UMAT_0059540,25.0,25.0,1
UMAT_0059541,22.0,22.0,1
UMAT_0059542,17.0,17.0,1
UMAT_0059543,17.0,17.0,1
UMAT_0059544,17.0,17.0,1
UMAT_0059545,17.0,17.0,1
UMAT_0059546,17.0,17.0,1
UMAT_0059547,17.0,17.0,1
UMAT_0059548,10.0,10.0,1
UMAT_0059549,17.0,17.0,1
UMAT_0059550,17.0,17.0,1
UMAT_0059551,9.0,9.0,1
UMAT_0059552,17.0,17.0,1
UMAT_0059553,17.0,17.0,1
UMAT_0059554,17.0,17.0,1
UMAT_0059555,17.0,17.0,1
UMAT_0059556,25.0,20.0,1
UMAT_0059557,20.0,20.0,1
UMAT_0059558,20.0,20.0,1
UMAT_0059561,,11.0,1
UMAT_0059562,485.0,485.0,1
UMAT_0059568,341.0,341.0,17
UMAT_0059570,45.0,45.0,3
UMAT_0059571,30.0,30.0,3
UMAT_0059572,45.0,45.0,3
UMAT_0059573,45.0,45.0,3
UMAT_0059574,45.0,45.0,5
UMAT_0059575,75.0,75.0,5
UMAT_0059576,45.0,45.0,3
UMAT_0059577,75.0,75.0,5
UMAT_0059578,75.0,75.0,7
UMAT_0059579,45.0,45.0,6
UMAT_0059580,45.0,45.0,4
UMAT_0059581,45.0,45.0,4
UMAT_0059582,30.0,30.0,3
UMAT_0059583,45.0,45.0,2
UMAT_0059584,45.0,45.0,8
UMAT_0059585,45.0,45.0,3
UMAT_0059586,45.0,45.0,4
UMAT_0059587,45.0,45.0,3
UMAT_0059588,45.0,45.0,4
UMAT_0059589,45.0,45.0,3
UMAT_0059590,75.0,75.0,5
UMAT_0059591,75.0,75.0,5
UMAT_0059592,75.0,75.0,6
UMAT_0059593,75.0,75.0,7
UMAT_0059594,45.0,45.0,4
UMAT_0059595,45.0,45.0,6
UMAT_0059596,30.0,30.0,7
UMAT_0059598,0.0,13.0,1
UMAT_0059599,68.0,78.0,4
UMAT_0059600,74.0,75.0,3
UMAT_0059601,30.0,30.0,1
UMAT_0059603,19.0,19.0,1
UMAT_0059604,567.0,567.0,38
UMAT_0059605,8.0,8.0,1
UMAT_0059606,8.0,8.0,1
UMAT_0059607,8.0,8.0,1
UMAT_0059608,10.0,10.0,1
UMAT_0059609,10.0,10.0,1
UMAT_0059610,12.0,12.0,1
UMAT_0059611,12.0,12.0,1
UMAT_0059612,14.0,14.0,1
UMAT_0059613,14.0,14.0,1
UMAT_0059614,10.0,10.0,1
UMAT_0059615,10.0,10.0,1
UMAT_0059616,8.0,8.0,1
UMAT_0059617,8.0,8.0,1
UMAT_0059618,7.0,7.0,1
UMAT_0059619,2.0,2.0,1
UMAT_0059620,2.0,2.0,1
UMAT_0059621,4.0,4.0,1
UMAT_0059622,5.0,5.0,1
UMAT_0059623,4.0,4.0,1
UMAT_0059624,5.0,5.0,1
UMAT_0059625,3.0,3.0,1
UMAT_0059626,3.0,3.0,1
UMAT_0059627,2.0,2.0,1
UMAT_0059628,2.0,2.0,1
UMAT_0059629,8.0,8.0,1
UMAT_0059630,6.0,6.0,1
UMAT_0059631,7.0,7.0,1
UMAT_0059632,7.0,7.0,1
UMAT_0059633,6.0,6.0,1
UMAT_0059634,8.0,8.0,1
UMAT_0059635,6.0,6.0,1
UMAT_0059636,5.0,5.0,1
UMAT_0059637,8.0,8.0,1
UMAT_0059638,8.0,8.0,1
UMAT_0059639,178.0,178.0,9
UMAT_0059641,282.0,282.0,10
UMAT_0059642,242.0,242.0,5
