well_number,completed_depth_ft,deepest_logged_depth_ft,interval_count
MORR_0053167,25.0,25.0,2
MORR_0053168,30.0,30.0,2
MORR_0053169,45.0,45.0,3
MORR_0053170,25.0,25.0,2
MORR_0053171,45.0,45.0,3
MORR_0053172,82.0,82.0,6
MORR_0053173,26.0,26.0,2
MORR_0053209,108.0,108.0,7
MORR_0053210,67.0,67.1,4
MORR_0053211,55.0,55.1,4
MORR_0053212,,110.0,10
MORR_0053213,82.0,82.3,9
MORR_0053214,83.0,83.2,5
MORR_0053215,87.0,87.0,7
MORR_0053216,76.0,76.0,5
MORR_0053217,50.0,50.0,4
MORR_0053218,165.0,165.0,9
MORR_0053219,581.0,581.0,18
MORR_0053220,210.0,210.0,5
MORR_0053221,329.0,329.0,7
MORR_0053222,309.0,309.0,13
MORR_0053223,197.0,197.0,7
MORR_0053225,190.0,190.0,5
MORR_0053226,120.0,120.0,5
MORR_0053227,80.0,80.0,4
MORR_0053228,80.0,80.0,4
MORR_0053229,120.0,120.0,6
MORR_0053230,120.0,120.0,4
MORR_0053231,120.0,120.0,4
MORR_0053232,120.0,120.0,4
MORR_0053234,77.0,77.0,4
MORR_0053235,78.0,78.0,4
MORR_0053236,,46.0,1
MORR_0053237,221.0,221.0,5
MORR_0053240,410.0,410.0,2
MORR_0053241,40.0,40.0,2
MORR_0053242,40.0,40.0,2
MORR_0053243,40.0,40.0,2
MORR_0053244,40.0,40.0,2
MORR_0053245,40.0,7.0,1
MORR_0053246,40.0,40.0,2
MORR_0053247,40.0,40.0,2
MORR_0053248,40.0,40.0,2
MORR_0053249,296.0,296.0,18
MORR_0053250,186.0,186.0,6
MORR_0053253,325.0,325.0,17
MORR_0053268,141.0,141.0,7
UMAT_0000438,22.0,22.0,2
UMAT_0000440,554.0,554.0,19
UMAT_0000442,886.0,886.0,9
UMAT_0000443,799.0,799.0,27
UMAT_0000445,525.0,525.0,17
UMAT_0000448,33.0,33.0,5
UMAT_0000449,350.0,350.0,12
UMAT_0000450,959.0,959.0,52
UMAT_0000456,280.0,280.0,8
UMAT_0000462,932.0,932.0,25
UMAT_0000465,598.0,598.0,25
UMAT_0000471,146.0,146.0,10
UMAT_0000472,155.0,155.0,9
UMAT_0000474,702.0,702.0,9
UMAT_0001166,591.0,591.0,23
UMAT_0001170,145.0,145.0,7
UMAT_0001172,67.0,67.0,7
UMAT_0001173,135.0,135.0,13
UMAT_0001178,35.0,35.0,3
UMAT_0001179,96.0,96.0,4
UMAT_0001184,630.0,630.0,12
UMAT_0001187,437.0,437.0,11
UMAT_0001188,216.0,216.0,8
UMAT_0001189,250.0,250.0,6
UMAT_0001197,83.0,83.0,4
UMAT_0001201,112.0,112.0,8
UMAT_0001205,875.0,875.0,24
UMAT_0001207,315.0,315.0,24
UMAT_0001220,636.0,636.0,24
UMAT_0001222,529.0,529.0,14
UMAT_0001541,100.0,100.0,6
UMAT_0001542,97.0,97.0,8
UMAT_0001543,325.0,360.0,27
UMAT_0001544,327.0,327.0,21
UMAT_0001558,145.0,145.0,11
UMAT_0001561,108.0,108.0,3
UMAT_0001562,280.0,280.0,2
UMAT_0001563,496.0,496.0,3
UMAT_0001571,114.0,114.0,4
UMAT_0001572,140.0,140.0,4
UMAT_0001577,97.0,97.0,6
UMAT_0001581,185.0,185.0,10
UMAT_0001582,121.0,121.0,9
UMAT_0001583,97.0,97.0,7
UMAT_0001584,812.0,812.0,21
UMAT_0001704,70.0,70.0,4
UMAT_0001705,67.0,67.0,3
UMAT_0001706,59.0,59.0,4
UMAT_0001707,57.0,57.0,4
UMAT_0001708,101.0,101.0,2
UMAT_0001709,50.0,50.0,4
UMAT_0001710,51.0,51.0,3
UMAT_0001712,71.0,71.0,3
UMAT_0001740,105.0,105.0,4
UMAT_0001741,50.0,50.0,4
UMAT_0001742,64.0,64.0,6
UMAT_0001743,38.0,38.0,4
UMAT_0001744,46.0,46.0,3
UMAT_0001745,51.0,51.0,3
UMAT_0001746,27.0,27.0,2
UMAT_0001747,27.0,27.0,3
UMAT_0001748,27.0,27.0,2
UMAT_0001749,120.0,120.0,3
UMAT_0001750,105.0,105.0,3
UMAT_0001787,110.0,110.0,4
UMAT_0001788,43.0,43.0,4
UMAT_0001789,82.0,82.0,6
UMAT_0001790,55.0,55.0,5
UMAT_0001791,75.0,75.0,4
UMAT_0001792,81.0,81.0,6
UMAT_0001793,160.0,160.0,7
UMAT_0001794,51.0,51.0,4
UMAT_0001795,51.0,51.0,3
UMAT_0001796,46.0,46.0,4
UMAT_0001797,50.0,50.0,4
UMAT_0001798,93.0,93.0,4
UMAT_0001799,56.0,56.0,4
UMAT_0001800,98.0,98.0,3
UMAT_0001801,103.0,103.0,7
UMAT_0001802,112.0,112.0,3
UMAT_0001803,87.0,87.0,5
UMAT_0001804,116.0,116.0,5
UMAT_0001805,160.0,160.0,2
UMAT_0001831,50.0,50.0,6
UMAT_0001832,65.0,65.0,7
UMAT_0001833,162.0,162.0,5
UMAT_0001834,63.0,63.0,5
UMAT_0001835,58.0,60.0,4
UMAT_0001836,60.0,60.0,4
UMAT_0001851,54.0,54.0,6
UMAT_0001852,85.0,85.0,5
UMAT_0001862,130.0,130.0,8
UMAT_0001882,100.0,100.0,6
UMAT_0001883,74.0,74.0,5
UMAT_0001884,61.0,61.0,5
UMAT_0001885,72.0,72.0,6
UMAT_0001962,241.0,241.0,5
UMAT_0001963,103.0,103.0,5
UMAT_0001964,101.0,101.0,8
UMAT_0001965,86.0,86.0,6
UMAT_0001966,90.0,90.0,5
UMAT_0001967,84.0,84.0,4
UMAT_0001968,105.0,105.0,6
UMAT_0001969,100.0,100.0,7
UMAT_0001970,250.0,250.0,6
UMAT_0001971,225.0,225.0,8
UMAT_0001994,80.0,80.0,6
UMAT_0001996,91.0,91.0,8
UMAT_0001997,100.0,100.0,10
UMAT_0001998,65.0,65.0,4
UMAT_0002000,29.0,29.0,5
UMAT_0002001,122.0,122.0,5
UMAT_0002002,78.0,78.0,7
UMAT_0002003,100.0,100.0,8
UMAT_0002004,56.0,56.0,8
UMAT_0002005,106.0,106.0,17
UMAT_0002037,48.0,48.0,4
UMAT_0002038,50.0,50.0,4
UMAT_0002039,42.0,42.0,3
UMAT_0002040,77.0,78.0,7
UMAT_0002041,207.0,207.0,11
UMAT_0002042,105.0,105.0,5
UMAT_0002043,71.0,71.0,6
UMAT_0002044,60.0,60.0,3
UMAT_0002045,597.0,597.0,20
UMAT_0002046,60.0,60.0,4
UMAT_0002047,35.0,35.0,4
UMAT_0002062,30.0,30.0,3
UMAT_0002063,32.0,32.0,5
UMAT_0002064,46.0,46.0,5
UMAT_0002065,138.0,138.0,6
UMAT_0002066,92.0,92.0,9
UMAT_0002067,110.0,110.0,7
UMAT_0002068,56.0,56.0,5
UMAT_0002069,50.0,50.0,5
UMAT_0002070,32.0,32.0,6
UMAT_0002071,36.0,36.0,7
UMAT_0002072,49.0,49.0,5
UMAT_0002074,510.0,510.0,6
UMAT_0002108,72.0,72.0,7
UMAT_0002109,74.0,74.0,7
UMAT_0002110,72.0,72.0,7
UMAT_0002111,77.0,77.0,7
UMAT_0002112,74.0,74.0,6
UMAT_0002113,75.0,75.0,6
UMAT_0002114,81.0,81.0,5
UMAT_0002115,104.0,104.0,7
UMAT_0002116,47.0,47.0,5
UMAT_0002117,65.0,65.0,4
UMAT_0002118,51.0,51.0,4
UMAT_0002119,91.0,91.0,6
UMAT_0002120,52.0,52.0,4
UMAT_0002121,80.0,80.0,6
UMAT_0002122,83.0,83.0,6
UMAT_0002123,59.0,59.0,5
UMAT_0002124,78.0,78.0,6
UMAT_0002125,56.0,56.0,4
UMAT_0002126,42.0,42.0,4
UMAT_0002127,71.0,71.0,5
UMAT_0002128,78.0,78.0,4
UMAT_0002129,57.0,57.0,4
UMAT_0002146,95.0,95.0,4
UMAT_0002147,91.0,91.0,4
UMAT_0002177,200.0,200.0,8
UMAT_0002178,63.0,63.0,5
UMAT_0002179,65.0,65.0,4
UMAT_0002180,91.0,91.0,4
UMAT_0002181,67.0,67.0,7
UMAT_0002182,58.0,58.0,4
UMAT_0002183,56.0,56.0,4
UMAT_0002184,130.0,130.0,5
UMAT_0002185,65.0,65.0,3
UMAT_0002263,91.0,91.0,6
UMAT_0002264,68.0,68.0,6
UMAT_0002265,68.0,68.0,7
UMAT_0002266,71.0,71.0,6
UMAT_0002267,80.0,80.0,7
UMAT_0002268,68.0,68.0,5
UMAT_0002269,44.0,44.0,5
UMAT_0002270,32.0,32.0,4
UMAT_0002271,124.0,124.0,7
UMAT_0002272,68.0,68.0,7
UMAT_0002273,68.0,68.0,6
UMAT_0002274,68.0,68.0,6
UMAT_0002275,97.0,97.0,6
UMAT_0002276,50.0,50.0,5
UMAT_0002277,81.0,81.0,6
UMAT_0002302,47.0,47.0,6
UMAT_0002307,53.0,53.0,4
UMAT_0002308,127.0,127.0,6
UMAT_0002309,97.0,97.0,6
UMAT_0002310,147.0,147.0,7
UMAT_0002311,76.0,76.0,4
UMAT_0002346,104.0,104.0,4
UMAT_0002356,131.0,131.0,7
UMAT_0002357,240.0,240.0,3
UMAT_0002358,114.0,114.0,7
UMAT_0002359,182.0,182.0,9
UMAT_0002361,45.0,45.0,5
UMAT_0002362,110.0,110.0,5
UMAT_0002374,93.0,93.0,7
UMAT_0002381,66.0,66.0,4
UMAT_0002383,75.0,75.0,5
UMAT_0002387,463.0,463.0,6
UMAT_0002388,323.0,323.0,10
UMAT_0002412,225.0,225.0,7
UMAT_0002428,68.0,68.0,8
UMAT_0002429,70.0,70.0,5
UMAT_0002430,80.0,80.0,5
UMAT_0002431,40.0,40.0,3
UMAT_0002432,145.0,145.0,5
UMAT_0002475,62.0,62.0,5
UMAT_0002476,347.0,347.0,15
UMAT_0002478,85.0,85.0,4
UMAT_0002479,56.0,56.0,5
UMAT_0002480,135.0,135.0,7
UMAT_0002481,65.0,65.0,4
UMAT_0002482,63.0,63.0,5
UMAT_0002483,102.0,102.0,8
UMAT_0002484,51.0,51.0,6
UMAT_0002485,71.0,71.0,5
UMAT_0002486,74.0,74.0,5
UMAT_0002487,70.0,70.0,2
UMAT_0002488,59.0,59.0,4
UMAT_0002489,407.0,407.0,11
UMAT_0002490,70.0,70.0,4
UMAT_0002491,122.0,122.0,7
UMAT_0002492,73.0,72.0,4
UMAT_0002493,106.0,106.0,5
UMAT_0002501,170.0,170.0,7
UMAT_0002502,200.0,200.0,3
UMAT_0002528,247.0,247.0,10
UMAT_0002595,128.0,128.0,2
UMAT_0002596,200.0,200.0,3
UMAT_0002603,721.0,721.0,14
UMAT_0002614,200.0,200.0,13
UMAT_0002623,98.0,98.0,7
UMAT_0002624,112.0,112.0,10
UMAT_0002625,62.0,62.0,5
UMAT_0002626,100.0,100.0,4
UMAT_0002627,105.0,105.0,5
UMAT_0002628,94.0,94.0,4
UMAT_0002629,63.0,63.0,4
UMAT_0002630,58.0,58.0,4
UMAT_0002631,42.0,42.0,2
UMAT_0002642,80.0,80.0,5
UMAT_0003290,90.0,90.0,5
UMAT_0003291,87.0,87.0,3
UMAT_0003292,77.0,77.0,4
UMAT_0003293,140.0,140.0,4
UMAT_0003294,87.0,87.0,3
UMAT_0003295,97.0,97.0,6
UMAT_0003296,85.0,85.0,5
UMAT_0003299,250.0,250.0,9
UMAT_0003315,274.0,274.0,13
UMAT_0003331,80.0,80.0,7
UMAT_0003343,850.0,850.0,50
UMAT_0003353,106.0,106.0,4
UMAT_0003355,381.0,381.0,7
UMAT_0003356,74.0,74.0,5
UMAT_0003357,86.0,86.0,4
UMAT_0003362,270.0,270.0,8
UMAT_0003364,200.0,200.0,4
UMAT_0003374,60.0,60.0,2
UMAT_0003376,225.0,225.0,8
UMAT_0003389,193.0,193.0,6
UMAT_0003399,92.0,92.0,10
UMAT_0003400,170.0,170.0,4
UMAT_0003405,69.0,69.0,3
UMAT_0003428,69.0,69.0,4
UMAT_0003439,300.0,300.0,10
UMAT_0003445,272.0,272.0,6
UMAT_0003446,279.0,279.0,11
UMAT_0003466,50.0,50.0,4
UMAT_0003467,154.0,154.0,8
UMAT_0003514,200.0,200.0,5
UMAT_0003515,250.0,250.0,7
UMAT_0003516,80.0,80.0,7
UMAT_0003517,225.0,225.0,1
UMAT_0003518,62.0,62.0,2
UMAT_0003547,210.0,210.0,12
UMAT_0003594,184.0,184.0,8
UMAT_0003595,160.0,160.0,3
UMAT_0003596,88.0,88.0,4
UMAT_0003597,177.0,177.0,4
UMAT_0003598,340.0,340.0,11
UMAT_0003599,99.0,99.0,5
UMAT_0003600,254.0,254.0,3
UMAT_0003601,159.0,159.0,5
UMAT_0003620,207.0,207.0,9
UMAT_0003651,152.0,152.0,6
UMAT_0005355,160.0,160.0,2
UMAT_0005416,210.0,210.0,6
UMAT_0005418,110.0,110.0,8
UMAT_0005422,255.0,255.0,8
UMAT_0005430,693.0,693.0,5
UMAT_0005857,111.0,111.0,8
UMAT_0005858,214.0,213.5,7
UMAT_0005979,230.0,230.0,10
UMAT_0005980,260.0,260.0,11
UMAT_0005982,240.0,240.0,7
UMAT_0005987,400.0,400.0,5
UMAT_0005988,444.0,444.0,12
UMAT_0005990,250.0,250.0,9
UMAT_0005991,456.0,456.0,11
UMAT_0006002,323.0,323.0,14
UMAT_0006009,330.0,330.0,6
UMAT_0006010,1700.0,1700.0,16
UMAT_0006018,1055.0,1055.0,26
UMAT_0006029,283.0,283.0,14
UMAT_0006030,183.0,183.0,6
UMAT_0006031,265.0,265.0,5
UMAT_0006034,250.0,250.0,9
UMAT_0006036,330.0,330.0,10
UMAT_0006037,38.0,38.0,3
UMAT_0006038,425.0,425.0,8
UMAT_0006041,275.0,275.0,4
UMAT_0006042,225.0,225.0,7
UMAT_0006043,225.0,225.0,6
UMAT_0006044,230.0,230.0,6
UMAT_0006045,245.0,245.0,10
UMAT_0006054,123.0,122.0,7
UMAT_0006056,283.0,283.0,10
UMAT_0006065,515.0,515.0,8
UMAT_0006083,185.0,185.0,5
UMAT_0006084,383.0,383.0,13
UMAT_0006096,,136.0,3
UMAT_0006117,40.0,40.0,4
UMAT_0006119,120.0,120.0,5
UMAT_0006120,67.0,67.0,5
UMAT_0006129,50.0,50.0,5
UMAT_0006130,90.0,90.0,6
UMAT_0006153,235.0,300.0,2
UMAT_0006154,400.0,400.0,12
UMAT_0006220,128.0,128.0,2
UMAT_0006221,350.0,350.0,11
UMAT_0006222,575.0,575.0,1
UMAT_0006223,350.0,350.0,10
UMAT_0006225,765.0,765.0,19
UMAT_0006226,175.0,175.0,8
UMAT_0006227,225.0,225.0,9
UMAT_0006228,225.0,225.0,6
UMAT_0006232,470.0,470.0,12
UMAT_0006235,303.0,303.0,10
UMAT_0006237,363.0,363.0,1
UMAT_0006238,512.0,512.0,11
UMAT_0006241,303.0,303.0,14
UMAT_0006242,203.0,203.0,10
UMAT_0006243,485.0,485.0,13
UMAT_0006244,350.0,350.0,10
UMAT_0006245,510.0,510.0,8
UMAT_0006246,525.0,525.0,10
UMAT_0006247,550.0,550.0,10
UMAT_0006250,550.0,550.0,12
UMAT_0006251,200.0,200.0,8
UMAT_0006252,325.0,325.0,9
UMAT_0006253,525.0,525.0,11
UMAT_0006254,515.0,515.0,8
UMAT_0006255,250.0,250.0,13
UMAT_0006256,500.0,500.0,13
UMAT_0006274,802.0,800.0,7
UMAT_0006284,303.0,303.0,4
UMAT_0006291,485.0,485.0,13
UMAT_0006297,150.0,150.0,7
UMAT_0006298,479.0,479.0,12
UMAT_0006299,75.0,75.0,5
UMAT_0006300,175.0,175.0,8
UMAT_0006301,140.0,140.0,6
UMAT_0006303,500.0,500.0,6
UMAT_0006308,300.0,300.0,9
UMAT_0006309,620.0,620.0,19
UMAT_0006310,535.0,535.0,9
UMAT_0006312,500.0,500.0,9
UMAT_0006313,180.0,180.0,4
UMAT_0006323,227.0,227.0,12
UMAT_0006325,300.0,300.0,7
UMAT_0006326,169.0,169.0,4
UMAT_0006327,475.0,475.0,8
UMAT_0006328,425.0,425.0,11
UMAT_0006332,120.0,120.0,3
UMAT_0006333,465.0,465.0,6
UMAT_0006334,206.0,212.5,14
UMAT_0006350,368.0,368.0,12
UMAT_0006351,770.0,770.0,22
UMAT_0006352,445.0,445.0,15
UMAT_0006353,460.0,460.0,11
UMAT_0006356,1810.0,1810.0,12
UMAT_0006358,830.0,830.0,4
UMAT_0006359,368.0,368.0,9
UMAT_0006362,172.0,184.0,17
UMAT_0006363,355.0,355.0,6
UMAT_0006368,0.0,375.0,3
UMAT_0006370,270.0,270.0,8
UMAT_0006371,530.0,530.0,16
UMAT_0006373,365.0,365.0,10
UMAT_0006387,143.0,143.0,8
UMAT_0006388,243.0,281.0,8
UMAT_0006389,503.0,503.0,9
UMAT_0006393,483.0,483.0,7
UMAT_0006394,523.0,523.0,14
UMAT_0006397,503.0,503.0,6
UMAT_0006398,243.0,243.0,10
UMAT_0006399,463.0,463.0,6
UMAT_0006404,510.0,510.0,6
UMAT_0006406,475.0,475.0,7
UMAT_0006407,523.0,523.0,13
UMAT_0006408,523.0,523.0,8
UMAT_0006409,203.0,203.0,2
UMAT_0006410,226.0,226.0,3
UMAT_0006411,250.0,250.0,8
UMAT_0006413,490.0,490.0,11
UMAT_0006414,490.0,490.0,10
UMAT_0006420,155.0,155.0,5
UMAT_0006516,225.0,225.0,5
UMAT_0006534,120.0,120.0,3
UMAT_0006572,250.0,250.0,7
UMAT_0006573,140.0,140.0,7
UMAT_0006575,525.0,525.0,8
UMAT_0006576,250.0,250.0,9
UMAT_0006579,60.0,60.0,3
UMAT_0006583,300.0,300.0,10
UMAT_0006584,132.0,132.0,4
UMAT_0006585,85.0,85.0,5
UMAT_0006586,230.0,230.0,8
UMAT_0006589,250.0,250.0,7
UMAT_0006604,385.0,385.0,5
UMAT_0006605,60.0,60.0,3
UMAT_0008025,220.0,220.0,4
UMAT_0050009,127.0,127.0,11
UMAT_0050010,275.0,275.0,13
UMAT_0050018,690.0,690.0,4
UMAT_0050019,250.0,250.0,7
UMAT_0050022,932.0,932.0,2
UMAT_0050042,200.0,194.0,8
UMAT_0050056,745.0,745.0,9
UMAT_0050070,707.0,707.0,19
UMAT_0050073,100.0,100.0,4
UMAT_0050089,152.0,152.0,3
UMAT_0050091,310.0,310.0,9
UMAT_0050092,525.0,525.0,15
UMAT_0050093,514.0,514.0,9
UMAT_0050094,147.0,147.0,5
UMAT_0050095,375.0,375.0,13
UMAT_0050119,152.0,152.0,10
UMAT_0050128,177.0,177.0,11
UMAT_0050129,143.0,143.0,9
UMAT_0050131,63.0,63.0,4
UMAT_0050132,63.0,63.0,4
UMAT_0050133,64.0,64.0,4
UMAT_0050139,375.0,375.0,6
UMAT_0050140,250.0,250.0,9
UMAT_0050143,506.0,506.0,15
UMAT_0050154,193.0,193.0,7
UMAT_0050160,720.0,720.0,14
UMAT_0050161,250.0,250.0,9
UMAT_0050164,200.0,200.0,7
UMAT_0050165,670.0,670.0,13
UMAT_0050174,94.0,94.0,7
UMAT_0050179,175.0,175.0,9
UMAT_0050181,497.0,497.0,6
UMAT_0050187,263.0,263.0,4
UMAT_0050190,523.0,523.0,10
UMAT_0050194,190.0,190.0,7
UMAT_0050195,325.0,325.0,8
UMAT_0050197,337.0,337.0,9
UMAT_0050211,255.0,251.0,10
UMAT_0050212,166.0,166.0,6
UMAT_0050215,475.0,475.0,6
UMAT_0050223,283.0,283.0,8
UMAT_0050224,68.0,68.0,4
UMAT_0050226,283.0,283.0,9
UMAT_0050229,276.0,276.0,18
UMAT_0050232,525.0,525.0,13
UMAT_0050243,145.0,145.0,6
UMAT_0050244,283.0,283.0,12
UMAT_0050262,476.0,476.0,5
UMAT_0050263,643.0,643.0,10
UMAT_0050265,101.0,101.0,4
UMAT_0050320,300.0,300.0,6
UMAT_0050322,300.0,300.0,9
UMAT_0050323,175.0,175.0,7
UMAT_0050343,197.0,197.0,9
UMAT_0050344,160.0,160.0,4
UMAT_0050363,323.0,323.0,10
UMAT_0050364,225.0,206.0,1
UMAT_0050386,207.0,207.0,2
UMAT_0050390,355.0,355.0,11
UMAT_0050391,375.0,375.0,4
UMAT_0050392,11.0,11.0,1
UMAT_0050393,11.0,11.0,1
UMAT_0050394,11.0,11.0,1
UMAT_0050395,11.0,11.0,1
UMAT_0050396,11.0,11.0,1
UMAT_0050397,11.0,11.0,1
UMAT_0050398,11.0,11.0,1
UMAT_0050399,11.0,11.0,1
UMAT_0050400,11.0,11.0,1
UMAT_0050401,11.0,11.0,1
UMAT_0050402,11.0,11.0,1
UMAT_0050403,11.0,11.0,1
UMAT_0050404,11.0,11.0,1
UMAT_0050405,11.0,11.0,1
UMAT_0050406,11.0,11.0,1
UMAT_0050407,11.0,11.0,1
UMAT_0050408,11.0,11.0,1
UMAT_0050409,11.0,11.0,1
UMAT_0050410,11.0,11.0,1
UMAT_0050411,11.0,11.0,1
UMAT_0050412,11.0,11.0,1
UMAT_0050413,11.0,11.0,1
UMAT_0050414,11.0,11.0,1
UMAT_0050415,11.0,11.0,1
UMAT_0050416,11.0,11.0,1
UMAT_0050417,11.0,11.0,1
UMAT_0050418,11.0,11.0,1
UMAT_0050419,11.0,11.0,1
UMAT_0050420,11.0,11.0,1
UMAT_0050421,11.0,11.0,1
UMAT_0050422,11.0,11.0,1
UMAT_0050423,11.0,11.0,1
UMAT_0050424,11.0,11.0,1
UMAT_0050425,11.0,11.0,1
UMAT_0050426,11.0,11.0,1
UMAT_0050427,11.0,11.0,1
UMAT_0050428,11.0,11.0,1
UMAT_0050429,11.0,11.0,1
UMAT_0050430,11.0,11.0,1
UMAT_0050431,11.0,11.0,1
UMAT_0050432,11.0,11.0,1
UMAT_0050433,11.0,11.0,1
UMAT_0050434,11.0,11.0,1
UMAT_0050435,11.0,11.0,1
UMAT_0050436,11.0,11.0,1
UMAT_0050437,11.0,11.0,1
UMAT_0050438,11.0,11.0,1
UMAT_0050439,11.0,11.0,1
UMAT_0050440,11.0,11.0,1
UMAT_0050441,11.0,11.0,1
UMAT_0050442,11.0,11.0,1
UMAT_0050443,11.0,11.0,1
UMAT_0050444,11.0,11.0,1
UMAT_0050445,11.0,11.0,1
UMAT_0050446,11.0,11.0,1
UMAT_0050447,11.0,11.0,1
UMAT_0050448,11.0,11.0,1
UMAT_0050449,11.0,11.0,1
UMAT_0050450,11.0,11.0,1
UMAT_0050451,11.0,11.0,1
UMAT_0050452,11.0,11.0,1
UMAT_0050453,11.0,11.0,1
UMAT_0050455,11.0,11.0,1
UMAT_0050456,11.0,11.0,1
UMAT_0050457,11.0,11.0,1
UMAT_0050461,226.0,226.0,10
UMAT_0050462,250.0,250.0,7
UMAT_0050463,105.0,105.0,2
UMAT_0050469,303.0,303.0,9
UMAT_0050470,263.0,263.0,9
UMAT_0050479,277.0,277.0,13
UMAT_0050480,252.0,252.0,11
UMAT_0050484,225.0,225.0,6
UMAT_0050487,275.0,275.0,9
UMAT_0050488,200.0,200.0,11
UMAT_0050489,225.0,225.0,11
UMAT_0050490,161.0,161.0,6
UMAT_0050491,500.0,500.0,7
UMAT_0050493,203.0,203.0,10
UMAT_0050494,340.0,340.0,15
UMAT_0050504,245.0,251.0,11
UMAT_0050505,252.0,252.0,15
UMAT_0050515,303.0,303.0,7
UMAT_0050518,303.0,303.0,8
UMAT_0050529,250.0,250.0,9
UMAT_0050566,227.0,227.0,9
UMAT_0050568,82.0,82.0,3
UMAT_0050569,200.0,200.0,4
UMAT_0050570,200.0,200.0,5
UMAT_0050571,80.0,80.0,4
UMAT_0050572,275.0,275.0,11
UMAT_0050575,275.0,275.0,7
UMAT_0050576,125.0,125.0,6
UMAT_0050585,155.0,155.0,4
UMAT_0050587,640.0,640.0,12
UMAT_0050591,60.0,60.0,1
UMAT_0050592,60.0,60.0,1
UMAT_0050593,40.0,40.0,1
UMAT_0050594,60.0,60.0,1
UMAT_0050598,733.0,733.0,5
UMAT_0050612,50.0,50.0,2
UMAT_0050613,240.0,240.0,6
UMAT_0050625,120.0,120.0,3
UMAT_0050626,60.0,60.0,5
UMAT_0050627,112.0,112.0,6
UMAT_0050628,245.0,245.0,7
UMAT_0050649,257.0,257.0,6
UMAT_0050652,282.0,282.0,6
UMAT_0050654,480.0,480.0,23
UMAT_0050662,303.0,303.0,9
UMAT_0050664,420.0,420.0,13
UMAT_0050788,161.0,161.0,5
UMAT_0052459,58.0,58.0,2
UMAT_0052464,30.0,30.0,2
UMAT_0052465,30.0,30.0,2
UMAT_0052466,20.0,20.0,1
UMAT_0052467,30.0,30.0,2
UMAT_0053066,31.0,31.0,1
UMAT_0053069,32.0,32.0,1
UMAT_0053082,32.0,32.0,1
UMAT_0053085,32.0,32.0,1
UMAT_0053087,32.0,32.0,1
UMAT_0053265,58.0,58.0,3
UMAT_0053461,249.0,249.0,10
UMAT_0053479,19.0,19.0,2
UMAT_0053480,13.0,13.0,2
UMAT_0053481,17.0,17.0,2
UMAT_0053482,14.0,14.0,2
UMAT_0053518,120.0,120.0,2
UMAT_0053519,120.0,120.0,2
UMAT_0053520,50.0,50.0,1
UMAT_0053521,50.0,50.0,1
UMAT_0053522,100.0,100.0,2
UMAT_0053523,100.0,100.0,2
UMAT_0053524,50.0,50.0,1
UMAT_0053525,50.0,50.0,1
UMAT_0053526,50.0,50.0,1
UMAT_0053527,50.0,50.0,1
UMAT_0053528,50.0,50.0,1
UMAT_0053574,375.0,375.0,3
UMAT_0053612,116.0,116.0,3
UMAT_0053686,20.0,20.0,1
UMAT_0053687,20.0,20.0,1
UMAT_0053688,20.0,20.0,1
UMAT_0053724,120.0,120.0,3
UMAT_0053725,135.0,135.0,3
UMAT_0053780,90.0,90.0,2
UMAT_0053781,85.0,85.0,2
UMAT_0053783,35.0,35.0,1
UMAT_0053784,35.0,35.0,1
UMAT_0053785,35.0,35.0,1
UMAT_0053786,85.0,85.0,2
UMAT_0053787,35.0,30.0,1
UMAT_0053788,35.0,35.0,1
UMAT_0053789,50.0,50.0,1
UMAT_0054304,500.0,500.0,8
UMAT_0054351,265.0,265.0,8
UMAT_0054408,275.0,275.0,12
UMAT_0054413,47.0,47.0,2
UMAT_0054432,200.0,200.0,6
UMAT_0054435,366.0,366.0,15
UMAT_0054445,510.0,510.0,16
UMAT_0054448,270.0,270.0,2
UMAT_0054452,245.0,245.0,5
UMAT_0054453,0.0,138.0,3
UMAT_0054457,240.0,240.0,11
UMAT_0054466,235.0,235.0,8
UMAT_0054467,263.0,263.0,15
UMAT_0054476,480.0,470.0,8
UMAT_0054512,120.0,120.0,7
UMAT_0054513,103.0,105.0,6
UMAT_0054526,113.0,113.0,3
UMAT_0054527,119.0,119.0,3
UMAT_0054528,108.0,108.0,3
UMAT_0054529,112.0,112.0,3
UMAT_0054533,385.0,385.0,9
UMAT_0054542,130.0,130.0,3
UMAT_0054556,250.0,250.0,5
UMAT_0054557,130.0,130.0,3
UMAT_0054561,139.0,139.0,2
UMAT_0054563,455.0,455.0,5
UMAT_0054564,305.0,305.0,6
UMAT_0054565,500.0,500.0,12
UMAT_0054566,300.0,300.0,9
UMAT_0054570,230.0,230.0,7
UMAT_0054576,305.0,305.0,7
UMAT_0054581,115.0,115.0,6
UMAT_0054586,125.0,125.0,8
UMAT_0054651,,250.0,9
UMAT_0054674,295.0,295.0,7
UMAT_0054679,280.0,280.0,5
UMAT_0054687,306.0,285.0,5
UMAT_0054692,404.0,404.0,11
UMAT_0054694,59.0,59.0,4
UMAT_0054697,246.0,246.0,5
UMAT_0054701,109.0,109.0,8
UMAT_0054705,500.0,500.0,12
UMAT_0054713,270.0,270.0,6
UMAT_0054714,200.0,200.0,12
UMAT_0054715,257.0,257.0,6
UMAT_0054724,275.0,275.0,10
UMAT_0054728,220.0,220.0,5
UMAT_0054729,397.0,397.0,8
